Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Min_Price,Max_Price,Price_Midpoint,Revenue_Per_Unit,Trend_Category
PROD-2025-0220,Organic Kitchen Gadgets Lamp,Home & Garden,Kitchen Gadgets,75617,7221423.5,$64-$127,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,64,127,95.5,95.5,"""Low Trend"""
PROD-2025-0221,Wireless SaaS Subscriptions Bundle,Digital Goods,SaaS Subscriptions,276004,18906274,$31-$106,92.6,Instagram Shop Popular,Trending based on category growth and social media signals.,31,106,68.5,68.5,"""High Trend"""
PROD-2025-0222,Pure Recovery Tools Mat,Fitness,Recovery Tools,25757,3709008,$128-$160,84.2,Amazon Best Sellers,Trending based on category growth and social media signals.,128,160,144,144,"""Medium Trend"""
PROD-2025-0223,Ultra Zero-waste Kits Composter,Eco-Friendly,Zero-waste Kits,87510,5513130,$19-$107,76.1,Shopify Trending List,Trending based on category growth and social media signals.,19,107,63,63,"""Medium Trend"""
PROD-2025-0224,Portable Eco-friendly Cleaning Desk,Home & Garden,Eco-friendly Cleaning,44455,6512657.5,$129-$164,74.8,Google Trends Breakout,Trending based on category growth and social media signals.,129,164,146.5,146.5,"""Low Trend"""
PROD-2025-0225,Vital Yoga Gear Shorts,Fitness,Yoga Gear,11322,1437894,$86-$168,79.3,Amazon Best Sellers,Trending based on category growth and social media signals.,86,168,127,127,"""Medium Trend"""
PROD-2025-0226,Smart Phone Accessories Projector,Electronics,Phone Accessories,68586,5246829,$48-$105,81.9,Instagram Shop Popular,Trending based on category growth and social media signals.,48,105,76.5,76.5,"""Medium Trend"""
PROD-2025-0227,Zen Educational Toys Diaper,Baby,Educational Toys,266660,21732790,$54-$109,91.5,Amazon Best Sellers,Trending based on category growth and social media signals.,54,109,81.5,81.5,"""High Trend"""
PROD-2025-0228,Zen Organic Baby Clothing Bib,Baby,Organic Baby Clothing,65997,10163538,$110-$198,87.4,Amazon Best Sellers,Trending based on category growth and social media signals.,110,198,154,154,"""Medium Trend"""
PROD-2025-0229,Sustainable Fragrances Lotion,Beauty & Skincare,Fragrances,61004,7961022,$117-$144,75.1,Instagram Shop Popular,Trending based on category growth and social media signals.,117,144,130.5,130.5,"""Medium Trend"""
PROD-2025-0230,Aura Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,50749,7764597,$125-$181,88.1,Instagram Shop Popular,Trending based on category growth and social media signals.,125,181,153,153,"""Medium Trend"""
PROD-2025-0231,Pro Activewear Band,Fitness,Activewear,50654,7496792,$124-$172,85.8,Amazon Best Sellers,Trending based on category growth and social media signals.,124,172,148,148,"""Medium Trend"""
PROD-2025-0232,Swift E-books Tool,Digital Goods,E-books,94337,15235425.5,$115-$208,84.7,Google Trends Breakout,Trending based on category growth and social media signals.,115,208,161.5,161.5,"""Medium Trend"""
PROD-2025-0233,Zen Yoga Gear Gloves,Fitness,Yoga Gear,93403,5183866.5,$45-$66,82.5,Shopify Trending List,Trending based on category growth and social media signals.,45,66,55.5,55.5,"""Medium Trend"""
PROD-2025-0234,Ergonomic E-books Template,Digital Goods,E-books,52346,4711140,$48-$132,79.5,Instagram Shop Popular,Trending based on category growth and social media signals.,48,132,90,90,"""Medium Trend"""
PROD-2025-0235,Luxe SaaS Subscriptions Tool,Digital Goods,SaaS Subscriptions,77908,13867624,$149-$207,72.8,Amazon Best Sellers,Trending based on category growth and social media signals.,149,207,178,178,"""Low Trend"""
PROD-2025-0236,Vital Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,59382,4245813,$37-$106,74.5,Google Trends Breakout,Trending based on category growth and social media signals.,37,106,71.5,71.5,"""Low Trend"""
PROD-2025-0237,Eco Solar Powered Gadgets Kit,Eco-Friendly,Solar Powered Gadgets,94165,11393965,$116-$126,82,Instagram Shop Popular,Trending based on category growth and social media signals.,116,126,121,121,"""Medium Trend"""
PROD-2025-0238,Smart Online Courses Guide,Digital Goods,Online Courses,54941,3159107.5,$40-$75,73.9,Google Trends Breakout,Trending based on category growth and social media signals.,40,75,57.5,57.5,"""Low Trend"""
PROD-2025-0239,Eco Baby Safety Gear Monitor,Baby,Baby Safety Gear,18849,2111088,$99-$125,78.5,Instagram Shop Popular,Trending based on category growth and social media signals.,99,125,112,112,"""Medium Trend"""
PROD-2025-0240,Organic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,361775,30750875,$40-$130,94.6,Google Trends Breakout,Trending based on category growth and social media signals.,40,130,85,85,"""High Trend"""
PROD-2025-0241,Nano Hair Care Tools Mask,Beauty & Skincare,Hair Care Tools,23519,1552254,$55-$77,84.1,Shopify Trending List,Trending based on category growth and social media signals.,55,77,66,66,"""Medium Trend"""
PROD-2025-0242,Vital Organic Pet Food Toy,Pet,Organic Pet Food,73412,9176500,$102-$148,79.3,Shopify Trending List,Trending based on category growth and social media signals.,102,148,125,125,"""Medium Trend"""
PROD-2025-0243,Ergonomic Home Gym Equipment Tracker,Fitness,Home Gym Equipment,80064,9527616,$108-$130,81,Google Trends Breakout,Trending based on category growth and social media signals.,108,130,119,119,"""Medium Trend"""
PROD-2025-0244,Pure Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,26979,4019871,$127-$171,86.2,Google Trends Breakout,Trending based on category growth and social media signals.,127,171,149,149,"""Medium Trend"""
PROD-2025-0245,Wireless Eco-friendly Diapers Monitor,Baby,Eco-friendly Diapers,12856,739220,$52-$63,74.8,Google Trends Breakout,Trending based on category growth and social media signals.,52,63,57.5,57.5,"""Low Trend"""
PROD-2025-0246,Luxe Recovery Tools Band,Fitness,Recovery Tools,28168,4464628,$118-$199,83.3,Google Trends Breakout,Trending based on category growth and social media signals.,118,199,158.5,158.5,"""Medium Trend"""
PROD-2025-0247,Organic Organic Makeup Lotion,Beauty & Skincare,Organic Makeup,48447,5862087,$118-$124,80.3,Instagram Shop Popular,Trending based on category growth and social media signals.,118,124,121,121,"""Medium Trend"""
PROD-2025-0248,Portable Footwear Leggings,Fashion,Footwear,31369,5207254,$122-$210,71.9,Amazon Best Sellers,Trending based on category growth and social media signals.,122,210,166,166,"""Low Trend"""
PROD-2025-0249,Pure Recovery Tools Band,Fitness,Recovery Tools,483097,80435650.5,$125-$208,93.6,Amazon Best Sellers,Trending based on category growth and social media signals.,125,208,166.5,166.5,"""High Trend"""
PROD-2025-0250,Eco Upcycled Fashion Sponge,Eco-Friendly,Upcycled Fashion,25850,3812875,$107-$188,70.4,Instagram Shop Popular,Trending based on category growth and social media signals.,107,188,147.5,147.5,"""Low Trend"""
PROD-2025-0251,Pro Personal Care Gadgets Mask,Beauty & Skincare,Personal Care Gadgets,25692,2055360,$67-$93,72.1,Shopify Trending List,Trending based on category growth and social media signals.,67,93,80,80,"""Low Trend"""
PROD-2025-0252,Aura Fragrances Cleanser,Beauty & Skincare,Fragrances,92170,8387470,$77-$105,82.4,Shopify Trending List,Trending based on category growth and social media signals.,77,105,91,91,"""Medium Trend"""
PROD-2025-0253,Zen Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,98644,6115928,$33-$91,73.8,Instagram Shop Popular,Trending based on category growth and social media signals.,33,91,62,62,"""Low Trend"""
PROD-2025-0254,Eco Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,24876,3134376,$76-$176,86.4,Google Trends Breakout,Trending based on category growth and social media signals.,76,176,126,126,"""Medium Trend"""
PROD-2025-0255,Flex Smart Home Devices Earbuds,Electronics,Smart Home Devices,34664,2669128,$64-$90,85.4,Amazon Best Sellers,Trending based on category growth and social media signals.,64,90,77,77,"""Medium Trend"""
PROD-2025-0256,Ergonomic Footwear Sneakers,Fashion,Footwear,81106,7137328,$81-$95,88.5,Shopify Trending List,Trending based on category growth and social media signals.,81,95,88,88,"""Medium Trend"""
PROD-2025-0257,Ultra Reusable Packaging Bag,Eco-Friendly,Reusable Packaging,33039,677299.5,$11-$30,83.5,Google Trends Breakout,Trending based on category growth and social media signals.,11,30,20.5,20.5,"""Medium Trend"""
PROD-2025-0258,Swift Athleisure Dress,Fashion,Athleisure,85817,3604314,$18-$66,77.7,Shopify Trending List,Trending based on category growth and social media signals.,18,66,42,42,"""Medium Trend"""
PROD-2025-0259,Nano Menswear Scarf,Fashion,Menswear,92465,4900645,$29-$77,73.5,Google Trends Breakout,Trending based on category growth and social media signals.,29,77,53,53,"""Low Trend"""
PROD-2025-0260,Pro Yoga Gear Roller,Fitness,Yoga Gear,65242,8122629,$81-$168,82.4,Instagram Shop Popular,Trending based on category growth and social media signals.,81,168,124.5,124.5,"""Medium Trend"""
PROD-2025-0261,Glow Smart Home Devices Projector,Electronics,Smart Home Devices,24550,1153850,$14-$80,85.4,Google Trends Breakout,Trending based on category growth and social media signals.,14,80,47,47,"""Medium Trend"""
PROD-2025-0262,Vital Organic Pet Food Toy,Pet,Organic Pet Food,35725,1714800,$12-$84,72.1,Google Trends Breakout,Trending based on category growth and social media signals.,12,84,48,48,"""Low Trend"""
PROD-2025-0263,Wireless Pet Grooming Tools Collar,Pet,Pet Grooming Tools,46460,7108380,$106-$200,84.2,Amazon Best Sellers,Trending based on category growth and social media signals.,106,200,153,153,"""Medium Trend"""
PROD-2025-0264,Portable Indoor Plants Accessories Shelf,Home & Garden,Indoor Plants Accessories,17698,1672461,$83-$106,78.6,Google Trends Breakout,Trending based on category growth and social media signals.,83,106,94.5,94.5,"""Medium Trend"""
PROD-2025-0265,Luxe Accessories Sunglasses,Fashion,Accessories,51890,5915460,$85-$143,84.8,Amazon Best Sellers,Trending based on category growth and social media signals.,85,143,114,114,"""Medium Trend"""
PROD-2025-0266,Eco Pet Apparel Feeder,Pet,Pet Apparel,31676,3927824,$105-$143,74.1,Amazon Best Sellers,Trending based on category growth and social media signals.,105,143,124,124,"""Low Trend"""
PROD-2025-0267,Eco Online Courses Guide,Digital Goods,Online Courses,19949,2613319,$88-$174,70.1,Google Trends Breakout,Trending based on category growth and social media signals.,88,174,131,131,"""Low Trend"""
PROD-2025-0268,Premium Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,81267,5119821,$53-$73,87.2,Instagram Shop Popular,Trending based on category growth and social media signals.,53,73,63,63,"""Medium Trend"""
PROD-2025-0269,Luxe Baby Safety Gear Monitor,Baby,Baby Safety Gear,69109,9122388,$129-$135,89.7,Google Trends Breakout,Trending based on category growth and social media signals.,129,135,132,132,"""Medium Trend"""
PROD-2025-0270,Pro Hair Care Tools Toner,Beauty & Skincare,Hair Care Tools,12614,693770,$50-$60,70.5,Google Trends Breakout,Trending based on category growth and social media signals.,50,60,55,55,"""Low Trend"""
PROD-2025-0271,Aura Activewear Bench,Fitness,Activewear,86021,3182777,$14-$60,88.7,Google Trends Breakout,Trending based on category growth and social media signals.,14,60,37,37,"""Medium Trend"""
PROD-2025-0272,Zen Athleisure Sneakers,Fashion,Athleisure,203031,33500115,$140-$190,92,Google Trends Breakout,Trending based on category growth and social media signals.,140,190,165,165,"""High Trend"""
PROD-2025-0273,Minimalist Korean Skincare Serum,Beauty & Skincare,Korean Skincare,69778,3698234,$20-$86,87.3,Amazon Best Sellers,Trending based on category growth and social media signals.,20,86,53,53,"""Medium Trend"""
PROD-2025-0274,Flex Smart Baby Monitors Swaddle,Baby,Smart Baby Monitors,49278,6159750,$84-$166,84.4,Shopify Trending List,Trending based on category growth and social media signals.,84,166,125,125,"""Medium Trend"""
PROD-2025-0275,Wireless Baby Safety Gear Crib,Baby,Baby Safety Gear,85886,5196103,$45-$76,87.1,Google Trends Breakout,Trending based on category growth and social media signals.,45,76,60.5,60.5,"""Medium Trend"""
PROD-2025-0276,Nano Interactive Pet Toys Shampoo,Pet,Interactive Pet Toys,41312,1921008,$10-$83,79.8,Shopify Trending List,Trending based on category growth and social media signals.,10,83,46.5,46.5,"""Medium Trend"""
PROD-2025-0277,Organic Footwear Belt,Fashion,Footwear,99983,6648869.5,$62-$71,88.9,Amazon Best Sellers,Trending based on category growth and social media signals.,62,71,66.5,66.5,"""Medium Trend"""
PROD-2025-0278,Sustainable Smart Pet Feeders Feeder,Pet,Smart Pet Feeders,68509,2226542.5,$15-$50,84.2,Instagram Shop Popular,Trending based on category growth and social media signals.,15,50,32.5,32.5,"""Medium Trend"""
PROD-2025-0279,Aura Smart Lighting Shelf,Home & Garden,Smart Lighting,75340,4972440,$41-$91,81.8,Instagram Shop Popular,Trending based on category growth and social media signals.,41,91,66,66,"""Medium Trend"""
PROD-2025-0280,Glow Smart Lighting Shelf,Home & Garden,Smart Lighting,40867,6313951.5,$137-$172,77.2,Amazon Best Sellers,Trending based on category growth and social media signals.,137,172,154.5,154.5,"""Medium Trend"""
PROD-2025-0281,Aura Smart Baby Monitors Bib,Baby,Smart Baby Monitors,293282,24342406,$74-$92,92.6,Google Trends Breakout,Trending based on category growth and social media signals.,74,92,83,83,"""High Trend"""
PROD-2025-0282,Premium Stock Media Bundle,Digital Goods,Stock Media,82330,5392615,$57-$74,89,Amazon Best Sellers,Trending based on category growth and social media signals.,57,74,65.5,65.5,"""Medium Trend"""
PROD-2025-0283,Pro Yoga Gear Band,Fitness,Yoga Gear,84057,10170897,$86-$156,85,Shopify Trending List,Trending based on category growth and social media signals.,86,156,121,121,"""Medium Trend"""
PROD-2025-0284,Eco Activewear Dumbbell,Fitness,Activewear,76047,7908888,$100-$108,73.8,Amazon Best Sellers,Trending based on category growth and social media signals.,100,108,104,104,"""Low Trend"""
PROD-2025-0285,Minimalist Educational Toys Monitor,Baby,Educational Toys,72319,5930158,$50-$114,83,Google Trends Breakout,Trending based on category growth and social media signals.,50,114,82,82,"""Medium Trend"""
PROD-2025-0286,Sustainable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,34700,2567800,$44-$104,84.8,Shopify Trending List,Trending based on category growth and social media signals.,44,104,74,74,"""Medium Trend"""
PROD-2025-0287,Ultra Online Courses Course,Digital Goods,Online Courses,81963,14712358.5,$148-$211,79.6,Shopify Trending List,Trending based on category growth and social media signals.,148,211,179.5,179.5,"""Medium Trend"""
PROD-2025-0288,Minimalist Recovery Tools Band,Fitness,Recovery Tools,69047,5247572,$43-$109,87.8,Google Trends Breakout,Trending based on category growth and social media signals.,43,109,76,76,"""Medium Trend"""
PROD-2025-0289,Luxe Smart Lighting Diffuser,Home & Garden,Smart Lighting,10221,914779.5,$43-$136,80.3,Shopify Trending List,Trending based on category growth and social media signals.,43,136,89.5,89.5,"""Medium Trend"""
PROD-2025-0290,Organic Korean Skincare Dryer,Beauty & Skincare,Korean Skincare,37259,2049245,$38-$72,88.9,Shopify Trending List,Trending based on category growth and social media signals.,38,72,55,55,"""Medium Trend"""
PROD-2025-0291,Swift Organic Pet Food Treats,Pet,Organic Pet Food,70111,5398547,$40-$114,81.3,Instagram Shop Popular,Trending based on category growth and social media signals.,40,114,77,77,"""Medium Trend"""
PROD-2025-0292,Eco Stock Media Template,Digital Goods,Stock Media,407851,33035931,$37-$125,91.2,Shopify Trending List,Trending based on category growth and social media signals.,37,125,81,81,"""High Trend"""
PROD-2025-0293,Vital Menswear Belt,Fashion,Menswear,96792,6243084,$34-$95,73.2,Instagram Shop Popular,Trending based on category growth and social media signals.,34,95,64.5,64.5,"""Low Trend"""
PROD-2025-0294,Flex Recovery Tools Mat,Fitness,Recovery Tools,56268,6527088,$83-$149,82.6,Shopify Trending List,Trending based on category growth and social media signals.,83,149,116,116,"""Medium Trend"""
PROD-2025-0295,Flex SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,177836,30409956,$132-$210,92.7,Instagram Shop Popular,Trending based on category growth and social media signals.,132,210,171,171,"""High Trend"""
PROD-2025-0296,Flex Smart Pet Feeders Leash,Pet,Smart Pet Feeders,74185,6342817.5,$51-$120,81.3,Amazon Best Sellers,Trending based on category growth and social media signals.,51,120,85.5,85.5,"""Medium Trend"""
PROD-2025-0297,Portable Stock Media Masterclass,Digital Goods,Stock Media,74821,11223150,$117-$183,77.3,Shopify Trending List,Trending based on category growth and social media signals.,117,183,150,150,"""Medium Trend"""
PROD-2025-0298,Luxe Indoor Plants Accessories Vacuum,Home & Garden,Indoor Plants Accessories,28316,4261558,$140-$161,73.9,Amazon Best Sellers,Trending based on category growth and social media signals.,140,161,150.5,150.5,"""Low Trend"""
PROD-2025-0299,Glow Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,76492,6157606,$53-$108,75.2,Amazon Best Sellers,Trending based on category growth and social media signals.,53,108,80.5,80.5,"""Medium Trend"""
PROD-2025-0300,Sustainable Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,34111,3786321,$94-$128,79.5,Amazon Best Sellers,Trending based on category growth and social media signals.,94,128,111,111,"""Medium Trend"""
PROD-2025-0301,Wireless Menswear Belt,Fashion,Menswear,31956,3595050,$81-$144,78.3,Instagram Shop Popular,Trending based on category growth and social media signals.,81,144,112.5,112.5,"""Medium Trend"""
PROD-2025-0302,Minimalist Smart Fitness Trackers Shorts,Fitness,Smart Fitness Trackers,63885,4631662.5,$46-$99,76.7,Amazon Best Sellers,Trending based on category growth and social media signals.,46,99,72.5,72.5,"""Medium Trend"""
PROD-2025-0303,Wireless Indoor Plants Accessories Organizer,Home & Garden,Indoor Plants Accessories,96466,4485669,$11-$82,83.5,Amazon Best Sellers,Trending based on category growth and social media signals.,11,82,46.5,46.5,"""Medium Trend"""
PROD-2025-0304,Glow Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,23453,3928377.5,$141-$194,76.5,Shopify Trending List,Trending based on category growth and social media signals.,141,194,167.5,167.5,"""Medium Trend"""
PROD-2025-0305,Wireless Solar Powered Gadgets Brush,Eco-Friendly,Solar Powered Gadgets,244431,14054782.5,$14-$101,90.6,Instagram Shop Popular,Trending based on category growth and social media signals.,14,101,57.5,57.5,"""High Trend"""
PROD-2025-0306,Flex Baby Safety Gear Bottle,Baby,Baby Safety Gear,23434,4194686,$146-$212,81.6,Google Trends Breakout,Trending based on category growth and social media signals.,146,212,179,179,"""Medium Trend"""
PROD-2025-0307,Pro Hair Care Tools Cleanser,Beauty & Skincare,Hair Care Tools,225513,23227839,$86-$120,90.2,Google Trends Breakout,Trending based on category growth and social media signals.,86,120,103,103,"""High Trend"""
PROD-2025-0308,Minimalist Footwear T-Shirt,Fashion,Footwear,79276,8482532,$81-$133,80.8,Google Trends Breakout,Trending based on category growth and social media signals.,81,133,107,107,"""Medium Trend"""
PROD-2025-0309,Glow Organic Makeup Perfume,Beauty & Skincare,Organic Makeup,39511,3536234.5,$70-$109,79.4,Google Trends Breakout,Trending based on category growth and social media signals.,70,109,89.5,89.5,"""Medium Trend"""
PROD-2025-0310,Smart Athleisure Hoodie,Fashion,Athleisure,41405,7390792.5,$141-$216,70.3,Amazon Best Sellers,Trending based on category growth and social media signals.,141,216,178.5,178.5,"""Low Trend"""
PROD-2025-0311,Ultra Korean Skincare Brush,Beauty & Skincare,Korean Skincare,93294,11008692,$101-$135,88.5,Instagram Shop Popular,Trending based on category growth and social media signals.,101,135,118,118,"""Medium Trend"""
PROD-2025-0312,Pure Organic Pet Food Bowl,Pet,Organic Pet Food,13390,482040,$31-$41,71.1,Shopify Trending List,Trending based on category growth and social media signals.,31,41,36,36,"""Low Trend"""
PROD-2025-0313,Nano Organic Baby Clothing Stroller,Baby,Organic Baby Clothing,442939,76628447,$133-$213,94.6,Amazon Best Sellers,Trending based on category growth and social media signals.,133,213,173,173,"""High Trend"""
PROD-2025-0314,Portable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,89570,7792590,$64-$110,86.7,Google Trends Breakout,Trending based on category growth and social media signals.,64,110,87,87,"""Medium Trend"""
PROD-2025-0315,Sustainable Smart Home Devices Adapter,Electronics,Smart Home Devices,23558,1036552,$35-$53,76.7,Google Trends Breakout,Trending based on category growth and social media signals.,35,53,44,44,"""Medium Trend"""
PROD-2025-0316,Portable E-books Template,Digital Goods,E-books,79186,6651624,$42-$126,70.8,Google Trends Breakout,Trending based on category growth and social media signals.,42,126,84,84,"""Low Trend"""
PROD-2025-0317,Sustainable Womenswear Leggings,Fashion,Womenswear,21723,1900762.5,$41-$134,88.4,Google Trends Breakout,Trending based on category growth and social media signals.,41,134,87.5,87.5,"""Medium Trend"""
PROD-2025-0318,Ultra Accessories Leggings,Fashion,Accessories,63023,2930569.5,$35-$58,80.3,Google Trends Breakout,Trending based on category growth and social media signals.,35,58,46.5,46.5,"""Medium Trend"""
PROD-2025-0319,Flex Portable Audio Power Bank,Electronics,Portable Audio,86607,5759365.5,$29-$104,73.2,Amazon Best Sellers,Trending based on category growth and social media signals.,29,104,66.5,66.5,"""Low Trend"""
PROD-2025-0320,Flex Interactive Pet Toys Toy,Pet,Interactive Pet Toys,43424,2192912,$14-$87,74.5,Shopify Trending List,Trending based on category growth and social media signals.,14,87,50.5,50.5,"""Low Trend"""
PROD-2025-0321,Eco Activewear Shorts,Fitness,Activewear,82090,7634370,$51-$135,87.1,Amazon Best Sellers,Trending based on category growth and social media signals.,51,135,93,93,"""Medium Trend"""
PROD-2025-0322,Eco Educational Toys Diaper,Baby,Educational Toys,17823,757477.5,$25-$60,76.5,Instagram Shop Popular,Trending based on category growth and social media signals.,25,60,42.5,42.5,"""Medium Trend"""
PROD-2025-0323,Swift Personal Care Gadgets Toner,Beauty & Skincare,Personal Care Gadgets,95397,10779861,$86-$140,70.1,Amazon Best Sellers,Trending based on category growth and social media signals.,86,140,113,113,"""Low Trend"""
PROD-2025-0324,Zen Pet Apparel Carrier,Pet,Pet Apparel,39507,3911193,$60-$138,85.6,Shopify Trending List,Trending based on category growth and social media signals.,60,138,99,99,"""Medium Trend"""
PROD-2025-0325,Luxe Fragrances Brush,Beauty & Skincare,Fragrances,27218,2789845,$75-$130,70.8,Google Trends Breakout,Trending based on category growth and social media signals.,75,130,102.5,102.5,"""Low Trend"""
PROD-2025-0326,Premium Athleisure Jacket,Fashion,Athleisure,61596,4681296,$39-$113,74.6,Instagram Shop Popular,Trending based on category growth and social media signals.,39,113,76,76,"""Low Trend"""
PROD-2025-0327,Aura Baby Safety Gear Swaddle,Baby,Baby Safety Gear,12430,596640,$25-$71,77.7,Google Trends Breakout,Trending based on category growth and social media signals.,25,71,48,48,"""Medium Trend"""
PROD-2025-0328,Flex Organic Baby Clothing Swaddle,Baby,Organic Baby Clothing,90306,12055851,$126-$141,72.7,Shopify Trending List,Trending based on category growth and social media signals.,126,141,133.5,133.5,"""Low Trend"""
PROD-2025-0329,Pure Educational Toys Bib,Baby,Educational Toys,83952,10326096,$76-$170,85,Google Trends Breakout,Trending based on category growth and social media signals.,76,170,123,123,"""Medium Trend"""
PROD-2025-0330,Organic Educational Toys Crib,Baby,Educational Toys,97869,6312550.5,$53-$76,85.2,Amazon Best Sellers,Trending based on category growth and social media signals.,53,76,64.5,64.5,"""Medium Trend"""
PROD-2025-0331,Wireless Smart Home Devices Charger,Electronics,Smart Home Devices,46528,4140992,$57-$121,85.2,Google Trends Breakout,Trending based on category growth and social media signals.,57,121,89,89,"""Medium Trend"""
PROD-2025-0332,Pro Home Gym Equipment Scale,Fitness,Home Gym Equipment,91013,6780468.5,$40-$109,79.3,Amazon Best Sellers,Trending based on category growth and social media signals.,40,109,74.5,74.5,"""Medium Trend"""
PROD-2025-0333,Vital Solar Powered Gadgets Brush,Eco-Friendly,Solar Powered Gadgets,72179,3825487,$21-$85,79.4,Shopify Trending List,Trending based on category growth and social media signals.,21,85,53,53,"""Medium Trend"""
PROD-2025-0334,Premium Hair Care Tools Lipstick,Beauty & Skincare,Hair Care Tools,30195,830362.5,$14-$41,84.8,Google Trends Breakout,Trending based on category growth and social media signals.,14,41,27.5,27.5,"""Medium Trend"""
PROD-2025-0335,Vital Portable Audio Charger,Electronics,Portable Audio,52938,6220215,$82-$153,77.3,Amazon Best Sellers,Trending based on category growth and social media signals.,82,153,117.5,117.5,"""Medium Trend"""
PROD-2025-0336,Nano Organic Makeup Oil,Beauty & Skincare,Organic Makeup,87301,10083265.5,$77-$154,77.6,Amazon Best Sellers,Trending based on category growth and social media signals.,77,154,115.5,115.5,"""Medium Trend"""
PROD-2025-0337,Organic Korean Skincare Cleanser,Beauty & Skincare,Korean Skincare,41499,4917631.5,$109-$128,89.6,Instagram Shop Popular,Trending based on category growth and social media signals.,109,128,118.5,118.5,"""Medium Trend"""
PROD-2025-0338,Nano Pet Grooming Tools Treats,Pet,Pet Grooming Tools,85210,3919660,$19-$73,88.4,Instagram Shop Popular,Trending based on category growth and social media signals.,19,73,46,46,"""Medium Trend"""
PROD-2025-0339,Ultra Stock Media Preset,Digital Goods,Stock Media,259558,42178175,$138-$187,93.1,Shopify Trending List,Trending based on category growth and social media signals.,138,187,162.5,162.5,"""High Trend"""
PROD-2025-0340,Organic Home Office Decor Blender,Home & Garden,Home Office Decor,88276,4413800,$17-$83,78.4,Shopify Trending List,Trending based on category growth and social media signals.,17,83,50,50,"""Medium Trend"""
PROD-2025-0341,Vital Phone Accessories Charger,Electronics,Phone Accessories,216206,27782471,$79-$178,94,Instagram Shop Popular,Trending based on category growth and social media signals.,79,178,128.5,128.5,"""High Trend"""
PROD-2025-0342,Pure Sustainable Apparel Belt,Fashion,Sustainable Apparel,33609,2033344.5,$24-$97,72.7,Instagram Shop Popular,Trending based on category growth and social media signals.,24,97,60.5,60.5,"""Low Trend"""
PROD-2025-0343,Premium Pet Grooming Tools Carrier,Pet,Pet Grooming Tools,85154,10729404,$113-$139,88.1,Shopify Trending List,Trending based on category growth and social media signals.,113,139,126,126,"""Medium Trend"""
PROD-2025-0344,Luxe Organic Baby Clothing Crib,Baby,Organic Baby Clothing,35437,2002190.5,$51-$62,72.9,Shopify Trending List,Trending based on category growth and social media signals.,51,62,56.5,56.5,"""Low Trend"""
PROD-2025-0345,Pro Hair Care Tools Perfume,Beauty & Skincare,Hair Care Tools,458819,19040988.5,$22-$61,90.2,Amazon Best Sellers,Trending based on category growth and social media signals.,22,61,41.5,41.5,"""High Trend"""
PROD-2025-0346,Glow Organic Makeup Oil,Beauty & Skincare,Organic Makeup,40384,3008608,$27-$122,87.5,Amazon Best Sellers,Trending based on category growth and social media signals.,27,122,74.5,74.5,"""Medium Trend"""
PROD-2025-0347,Wireless Smart Lighting Desk,Home & Garden,Smart Lighting,65648,9912848,$145-$157,81.2,Instagram Shop Popular,Trending based on category growth and social media signals.,145,157,151,151,"""Medium Trend"""
PROD-2025-0348,Premium Activewear Scale,Fitness,Activewear,72167,2706262.5,$10-$65,81.1,Amazon Best Sellers,Trending based on category growth and social media signals.,10,65,37.5,37.5,"""Medium Trend"""
PROD-2025-0349,Flex Fragrances Toner,Beauty & Skincare,Fragrances,479657,56119869,$91-$143,91,Google Trends Breakout,Trending based on category growth and social media signals.,91,143,117,117,"""High Trend"""
PROD-2025-0350,Premium Personal Care Gadgets Cleanser,Beauty & Skincare,Personal Care Gadgets,38695,6520107.5,$134-$203,88.2,Amazon Best Sellers,Trending based on category growth and social media signals.,134,203,168.5,168.5,"""Medium Trend"""
PROD-2025-0351,Luxe Baby Safety Gear Toy,Baby,Baby Safety Gear,97000,4268000,$26-$62,81.9,Google Trends Breakout,Trending based on category growth and social media signals.,26,62,44,44,"""Medium Trend"""
PROD-2025-0352,Zen Smart Baby Monitors Bottle,Baby,Smart Baby Monitors,10968,614208,$15-$97,72,Instagram Shop Popular,Trending based on category growth and social media signals.,15,97,56,56,"""Low Trend"""
PROD-2025-0353,Smart Home Gym Equipment Mat,Fitness,Home Gym Equipment,47053,1223378,$16-$36,77.9,Shopify Trending List,Trending based on category growth and social media signals.,16,36,26,26,"""Medium Trend"""
